item_id,item_name,purchase_count,product_text
350,Pran Up 2Lt,172,Product name: Pran Up 2Lt.
351,Green Pumpkin-pc,171,Product name: Green Pumpkin-pc.
352,Ifad Muri Toast - 350gm,171,Product name: Ifad Muri Toast - 350gm.
353,Brooke Bond Taaza Black Tea-200g,171,Product name: Brooke Bond Taaza Black Tea-200g.
354,Nacilla Cream Biscuit FG,170,Product name: Nacilla Cream Biscuit FG.
355,Pistachion-50gm(Pasta Dana),170,Product name: Pistachion-50gm(Pasta Dana).
356,Fresh Insta Full cream Milk Powder-500gm,170,Product name: Fresh Insta Full cream Milk Powder-500gm.
357,Pusti Maida -2Kg,170,Product name: Pusti Maida -2Kg.
358,Sunshine Mosur Dal-1kg,169,Product name: Sunshine Mosur Dal-1kg.
359,Omega 3 Enriched Egg-12pcs-T03,169,Product name: Omega 3 Enriched Egg-12pcs-T03.
360,Fanta orange-1L,169,Product name: Fanta orange-1L.
361,Ifad Kaju+Cho+D-220g B3 G1 Orange Free,168,Product name: Ifad Kaju+Cho+D-220g B3 G1 Orange Free.
362,RD Chocolate Milk -200ml,168,Product name: RD Chocolate Milk -200ml.
363,Teer Whole Wheat Atta 2Kg,168,Product name: Teer Whole Wheat Atta 2Kg.
364,Buter Halua-300g,168,Product name: Buter Halua-300g.
365,Cocola Wafer Roll Jar-325gm,167,Product name: Cocola Wafer Roll Jar-325gm.
366,Pusti Deshi Red Lentils(Mushur Dal) -1Kg,167,Product name: Pusti Deshi Red Lentils(Mushur Dal) -1Kg.
367,Yokozona Twisty Goodness Crackers-60g,167,Product name: Yokozona Twisty Goodness Crackers-60g.
368,Oreo Choco Creme Biscuits-43.75g,167,Product name: Oreo Choco Creme Biscuits-43.75g.
369,Prince Betel Spice 100gm,165,Product name: Prince Betel Spice 100gm.
370,Sprite-600ml (Pet),165,Product name: Sprite-600ml (Pet).
371,Pusti Mustard Oil-250ml,164,Product name: Pusti Mustard Oil-250ml.
372,Madina VIP Morium Dates -Kg(Loose),164,Product name: Madina VIP Morium Dates -Kg(Loose).
373,Dust Boot (Bason)-500gm,163,Product name: Dust Boot (Bason)-500gm.
374,Sensodyne Deep Clean Toothbrush {B2G1},163,Product name: Sensodyne Deep Clean Toothbrush {B2G1}.
375,Mr. N Chow Mein Stick Noodles B2 G1,162,Product name: Mr. N Chow Mein Stick Noodles B2 G1.
376,Fanta Orange Drink-250ml,161,Product name: Fanta Orange Drink-250ml.
377,Shero Cream Biscut - 85gm,160,Product name: Shero Cream Biscut - 85gm.
378,Lux Rose Soap-150gm,160,Product name: Lux Rose Soap-150gm.
379,fun Chocolate Cake,160,Product name: fun Chocolate Cake.
380,Danish Condensed Milk-397gm,160,Product name: Danish Condensed Milk-397gm.
381,Prince Noli Toast-250g,159,Product name: Prince Noli Toast-250g.
382,Oreo Original Biscuits- 46.3/50gm,158,Product name: Oreo Original Biscuits- 46.3/50gm.
383,UHT Mango Milk-200ml,158,Product name: UHT Mango Milk-200ml.
384,Amon Rice -Kg (Lose),158,Product name: Amon Rice -Kg (Lose).
385,Kath Badam-50gm,158,Product name: Kath Badam-50gm.
386,Queens Nun Bread- 250g,157,Product name: Queens Nun Bread- 250g.
387,Kinley Club Soda -600ml,157,Product name: Kinley Club Soda -600ml.
388,Parachute Coconut Hair Oil 100ml,157,Product name: Parachute Coconut Hair Oil 100ml.
389,Sprite Org /250 ml,157,Product name: Sprite Org /250 ml.
390,Doughtnut Sugar Bread-200gm,157,Product name: Doughtnut Sugar Bread-200gm.
391,Mr.Noodles Easy Masala-8pcs,156,Product name: Mr.Noodles Easy Masala-8pcs.
392,Lux Jasmine & Vitamin E Soap-150g,156,Product name: Lux Jasmine & Vitamin E Soap-150g.
393,Bourn Vita Biscuts-41.85gm,155,Product name: Bourn Vita Biscuts-41.85gm.
394,Chanachur(Special)-300gm,155,Product name: Chanachur(Special)-300gm.
395,Chaka Advanced Ball Soap-125gm,155,Product name: Chaka Advanced Ball Soap-125gm.
396,NJ Fresh Sweet Potato- 500g,154,Product name: NJ Fresh Sweet Potato- 500g.
397,Lifebuoy Liquid Total Hand Wash-170ml,154,Product name: Lifebuoy Liquid Total Hand Wash-170ml.
398,China Floor Mat (4/23),153,Product name: China Floor Mat (4/23).
399,R.Chanachur Classic 100 gm,153,Product name: R.Chanachur Classic 100 gm.
400,Maggi Soup Thai- 35g 4Pcs Combo,153,Product name: Maggi Soup Thai- 35g 4Pcs Combo.
401,Wood Apple Small (Bell),152,Product name: Wood Apple Small (Bell).
402,Bangi Small- Kg,152,Product name: Bangi Small- Kg.
403,Prince Chicken Leg,152,Product name: Prince Chicken Leg.
404,Kachki Shutki-100gm,152,Product name: Kachki Shutki-100gm.
405,H&S Black Bourbon Biscuts-100g,152,Product name: H&S Black Bourbon Biscuts-100g.
406,Prince Orange Jelly-250gm,151,Product name: Prince Orange Jelly-250gm.
407,Sun Chips Garlic & Chili 38g,151,Product name: Sun Chips Garlic & Chili 38g.
408,Bakemans Saltice Biscuit-50gm,151,Product name: Bakemans Saltice Biscuit-50gm.
409,Jodi Chicken Frankfurter-300g,151,Product name: Jodi Chicken Frankfurter-300g.
410,Pop Corn(Khai Bhutta)-500gm,151,Product name: Pop Corn(Khai Bhutta)-500gm.
411,Prince Borhani-500ml,151,Product name: Prince Borhani-500ml.
412,Kath Badam-100g,150,Product name: Kath Badam-100g.
413,Q Omega 3 Enriched Egg (1 Dozen),149,Product name: Q Omega 3 Enriched Egg (1 Dozen).
414,Frutika Red Grape Drink-260ml,149,Product name: Frutika Red Grape Drink-260ml.
415,Sun Chips Wasabi-35g,149,Product name: Sun Chips Wasabi-35g.
416,Mrigel Fish M,148,Product name: Mrigel Fish M.
417,Black Cumin (Kalijira)-100gm,148,Product name: Black Cumin (Kalijira)-100gm.
418,Dried Chilli-200gPkt,148,Product name: Dried Chilli-200gPkt.
419,Milk Vita Labang-250ml,147,Product name: Milk Vita Labang-250ml.
420,Ch Water Pot M- (4/23),147,Product name: Ch Water Pot M- (4/23).
421,Bashundhara Maida-2kg,147,Product name: Bashundhara Maida-2kg.
422,R.Chanachur Bar-b-Q-300g,147,Product name: R.Chanachur Bar-b-Q-300g.
423,Ahmed Soya Sauce-500ml,146,Product name: Ahmed Soya Sauce-500ml.
424,Muslim Masala Badam-100g,146,Product name: Muslim Masala Badam-100g.
425,R.Chanachur Premium Mix-200g,146,Product name: R.Chanachur Premium Mix-200g.
426,Bashundhara Brown Atta-1kg,146,Product name: Bashundhara Brown Atta-1kg.
427,White bread Small-300gm,145,Product name: White bread Small-300gm.
428,Dark Fantasy Cho Fills-75g,145,Product name: Dark Fantasy Cho Fills-75g.
429,Oregano Bottle-10gm,145,Product name: Oregano Bottle-10gm.
430,China Hair Band -(5/23),144,Product name: China Hair Band -(5/23).
431,Prince Super Vermichelli Semai-150gm,144,Product name: Prince Super Vermichelli Semai-150gm.
432,Sun Prawn Crackers Chips - 20gm,144,Product name: Sun Prawn Crackers Chips - 20gm.
433,Burger Bread 2pcs Pack,143,Product name: Burger Bread 2pcs Pack.
434,Cocola Egg&Chicken Noodles-Family Pack,143,Product name: Cocola Egg&Chicken Noodles-Family Pack.
435,Dark Chocolate Digestive-130g,142,Product name: Dark Chocolate Digestive-130g.
436,Starship Mango Juice 250ml pack,142,Product name: Starship Mango Juice 250ml pack.
437,Harpic Power T.Clen-750ml (Original),142,Product name: Harpic Power T.Clen-750ml (Original).
438,Dettol Original Soap-125g,142,Product name: Dettol Original Soap-125g.
439,Fit Crakers Smal Pack,142,Product name: Fit Crakers Smal Pack.
440,RD Coffee Milk B2 G1-200ml,141,Product name: RD Coffee Milk B2 G1-200ml.
441,Beef Kima,141,Product name: Beef Kima.
442,Chashi Aroma.Chinigura Rice-2kg,141,Product name: Chashi Aroma.Chinigura Rice-2kg.
443,Lifeboy Liquid Hand Wash(Lemon F)-170ml,140,Product name: Lifeboy Liquid Hand Wash(Lemon F)-170ml.
444,Europe Chewing Gum-13gm,140,Product name: Europe Chewing Gum-13gm.
445,Cocola Salty Salted Bscuits- 100g,140,Product name: Cocola Salty Salted Bscuits- 100g.
446,Chicken Boneless-Kg,139,Product name: Chicken Boneless-Kg.
447,Pesta Nut-50g,139,Product name: Pesta Nut-50g.
448,Fresh Chinigura Rice-1kg,139,Product name: Fresh Chinigura Rice-1kg.
449,White bread Big-500gm,139,Product name: White bread Big-500gm.
450,Tamarind Sora Special Wrapping,139,Product name: Tamarind Sora Special Wrapping.
451,Pangas Fish Small (River),138,Product name: Pangas Fish Small (River).
452,Radhuni Chilli Flakes-40gm,138,Product name: Radhuni Chilli Flakes-40gm.
453,Green Jack Fruit,138,Product name: Green Jack Fruit.
454,Greens(Data Shak)-Pc,138,Product name: Greens(Data Shak)-Pc.
455,Egg & Chicken Masala Noodles FG (Egg),137,Product name: Egg & Chicken Masala Noodles FG (Egg).
456,GH Spicy Chicken Sausage-340gm,137,Product name: GH Spicy Chicken Sausage-340gm.
457,Vim Liquid Dish Wash-500ml,137,Product name: Vim Liquid Dish Wash-500ml.
458,Sajeeb Soya Sauce-300ml,136,Product name: Sajeeb Soya Sauce-300ml.
459,Ch. Water Pot-1000ml(05/23),136,Product name: Ch. Water Pot-1000ml(05/23).
460,Meril Milk & Rose Soap 100gm,136,Product name: Meril Milk & Rose Soap 100gm.
461,CBL Munchee Choco Kalo-100g,136,Product name: CBL Munchee Choco Kalo-100g.
462,Odomos Mosquito Cream-100g,136,Product name: Odomos Mosquito Cream-100g.
463,Katol Fish Big,136,Product name: Katol Fish Big.
464,Ready Koi Fish Deshi Medium,135,Product name: Ready Koi Fish Deshi Medium.
465,Mixed Powder Masalla-100gm,135,Product name: Mixed Powder Masalla-100gm.
466,Kolson Special Lascha-200g,135,Product name: Kolson Special Lascha-200g.
467,Oreo Choco Cream Biscuits-120gm,135,Product name: Oreo Choco Cream Biscuits-120gm.
468,Funtastic Toni Toast- 210g,135,Product name: Funtastic Toni Toast- 210g.
469,Toi Moi Cho C Wafer Biscuits-1p,135,Product name: Toi Moi Cho C Wafer Biscuits-1p.
470,Chicken Strips-250gm,134,Product name: Chicken Strips-250gm.
471,Radhuni Tehari Masala-45g,134,Product name: Radhuni Tehari Masala-45g.
472,Lemon Kagoji-Pc,134,Product name: Lemon Kagoji-Pc.
473,Capsicum Yellow(kg),134,Product name: Capsicum Yellow(kg).
474,Fresh Toilet Tissue (White) Roll,134,Product name: Fresh Toilet Tissue (White) Roll.
475,Quality Premiun Paratha 20Pcs-1300g,133,Product name: Quality Premiun Paratha 20Pcs-1300g.
476,Sensodyne Repair&Protect Toothpaste-100g,133,Product name: Sensodyne Repair&Protect Toothpaste-100g.
477,Dry Shrimp Shutki Small-100gm,133,Product name: Dry Shrimp Shutki Small-100gm.
478,Deshi Paratha-1600g(Mega Family Pack),133,Product name: Deshi Paratha-1600g(Mega Family Pack).
479,Lemu 250ml Pet,133,Product name: Lemu 250ml Pet.
480,Radhuni Beef Curry Masala- 100gm,132,Product name: Radhuni Beef Curry Masala- 100gm.
481,Sunshine Atta -2kg,132,Product name: Sunshine Atta -2kg.
482,Lifebuoy Liquid Care Hand Wash-170ml,132,Product name: Lifebuoy Liquid Care Hand Wash-170ml.
483,G H Deshi Paratha(Family pack)-1300gm,132,Product name: G H Deshi Paratha(Family pack)-1300gm.
484,Fay Napkin 4Fold-100Pcs,131,Product name: Fay Napkin 4Fold-100Pcs.
485,Cocola Egg Noodles-170g,131,Product name: Cocola Egg Noodles-170g.
486,Fun Vannilla cake,131,Product name: Fun Vannilla cake.
487,Radhuni Kabab Masla-50gm,131,Product name: Radhuni Kabab Masla-50gm.
488,Dust Rice(Atob)-1KG,131,Product name: Dust Rice(Atob)-1KG.
489,CBL Munchee Chocolate Wafer-100g,131,Product name: CBL Munchee Chocolate Wafer-100g.
490,Magica Choco Fills Cookies Biscuit-220gm,131,Product name: Magica Choco Fills Cookies Biscuit-220gm.
491,Zero Coke -250ml,131,Product name: Zero Coke -250ml.
492,Cheesy Bites-40gm,130,Product name: Cheesy Bites-40gm.
493,Nescafe Creamy Latte- 6Pcs-18g,130,Product name: Nescafe Creamy Latte- 6Pcs-18g.
494,China Knife(5/23),130,Product name: China Knife(5/23).
495,Nutella-180g,130,Product name: Nutella-180g.
496,Aarong Sliced Cheese Classic- 204g,130,Product name: Aarong Sliced Cheese Classic- 204g.
497,Ramisa Nut(White)-200gm,129,Product name: Ramisa Nut(White)-200gm.
498,Hilsha Fish Large- 1Kg+,129,Product name: Hilsha Fish Large- 1Kg+.
499,Tibet Ball Soap-130g,129,Product name: Tibet Ball Soap-130g.
500,Jackfruit Seeds-kg,129,Product name: Jackfruit Seeds-kg.
501,Olympic Digestive Biscuits-110g,129,Product name: Olympic Digestive Biscuits-110g.
502,Vaja Maskali Pulse-1kg,129,Product name: Vaja Maskali Pulse-1kg.
503,Fresh Fantasy Chocolate Biscuits-75g,129,Product name: Fresh Fantasy Chocolate Biscuits-75g.
504,Funtastic Milk Mate Biscuit- 45gm,128,Product name: Funtastic Milk Mate Biscuit- 45gm.
505,Lux Fragrant Skin Body Wash-245ml,128,Product name: Lux Fragrant Skin Body Wash-245ml.
506,Real Chocolate Wafer Roll-50gm,128,Product name: Real Chocolate Wafer Roll-50gm.
507,Sun Chips Tomato Tango-75gm,128,Product name: Sun Chips Tomato Tango-75gm.
508,Sunsilk Black Shine Shampoo-330ml,128,Product name: Sunsilk Black Shine Shampoo-330ml.
509,Ifad B2 Nutri Bites G1 Cheesy Bites-180g,128,Product name: Ifad B2 Nutri Bites G1 Cheesy Bites-180g.
510,China Peanut-200gm Pkt,128,Product name: China Peanut-200gm Pkt.
511,Bakemans Lexus Biscuit-58gm,128,Product name: Bakemans Lexus Biscuit-58gm.
512,Prince Soya Sauce(500ml),127,Product name: Prince Soya Sauce(500ml).
513,CBL Munchee Lemon Wafer-100g,127,Product name: CBL Munchee Lemon Wafer-100g.
514,Watermelon Banglalink - Kg,127,Product name: Watermelon Banglalink - Kg.
515,Marks Milk Shake AS-125,127,Product name: Marks Milk Shake AS-125.
516,CP Chicken Nugget-320g,127,Product name: CP Chicken Nugget-320g.
517,Isubgool Pack-100g,127,Product name: Isubgool Pack-100g.
518,Fruit Jam(Morobba)-200g,127,Product name: Fruit Jam(Morobba)-200g.
519,Odonil Air Freshner B2 G1-75g,127,Product name: Odonil Air Freshner B2 G1-75g.
520,Omega 3 Vitamin-E Egg-12pcs-T27,126,Product name: Omega 3 Vitamin-E Egg-12pcs-T27.
521,Farm Fresh Butter-200gm,126,Product name: Farm Fresh Butter-200gm.
522,IDC Pringles Original-134g,126,Product name: IDC Pringles Original-134g.
523,B.B Tazza Black Tea -400g,126,Product name: B.B Tazza Black Tea -400g.
524,Olympic Saltes Classic Biscuits-50g,126,Product name: Olympic Saltes Classic Biscuits-50g.
525,Special Sugarcan Molasses,125,Product name: Special Sugarcan Molasses.
526,Olympic Nutty Biscuits 80g,125,Product name: Olympic Nutty Biscuits 80g.
527,Fresh Beet-Kg,125,Product name: Fresh Beet-Kg.
528,Quaker Oats- 450g Pkt,125,Product name: Quaker Oats- 450g Pkt.
529,RD Milk Strawberry-200ml,125,Product name: RD Milk Strawberry-200ml.
530,Mola Shutki-100gm,125,Product name: Mola Shutki-100gm.
531,CBL Munchee Choco-Mo White Chocolate100g,124,Product name: CBL Munchee Choco-Mo White Chocolate100g.
532,Harpic Power Plus Toilet Cliner-1000ml,124,Product name: Harpic Power Plus Toilet Cliner-1000ml.
533,Cow Lever Original-kg,124,Product name: Cow Lever Original-kg.
534,Black Variety Of Salt-200gm,124,Product name: Black Variety Of Salt-200gm.
535,Olympic Lexus Veg.Cra. Biscuit-216g,124,Product name: Olympic Lexus Veg.Cra. Biscuit-216g.
536,Cardmom Big-50gm(Alachi),124,Product name: Cardmom Big-50gm(Alachi).
537,Cocola Chicken Noodles-180g,124,Product name: Cocola Chicken Noodles-180g.
538,Pran hot Tomato Sauce-1000gm Jar,124,Product name: Pran hot Tomato Sauce-1000gm Jar.
539,Kazi & Kazi Green Tea-60gm,124,Product name: Kazi & Kazi Green Tea-60gm.
540,Fit Biscuite -130gm,123,Product name: Fit Biscuite -130gm.
541,Sandalina Sandal Soap-125gm,123,Product name: Sandalina Sandal Soap-125gm.
542,CP Spicy Chicken Ball-500g,123,Product name: CP Spicy Chicken Ball-500g.
543,Ultra Probiotic Yogurt Drink Straw-200ml,123,Product name: Ultra Probiotic Yogurt Drink Straw-200ml.
544,Rupchanda Soya-1Ltr(PET),123,Product name: Rupchanda Soya-1Ltr(PET).
545,Tibet 570 Soap-130gm,122,Product name: Tibet 570 Soap-130gm.
546,Radhuni Kheer Mix 150gm,122,Product name: Radhuni Kheer Mix 150gm.
547,GH Chicken Meat Ball 400g,122,Product name: GH Chicken Meat Ball 400g.
548,Hide & Seek Biscuits-120g,122,Product name: Hide & Seek Biscuits-120g.
549,China Body Majuni (05/23),122,Product name: China Body Majuni (05/23).
550,Radhuni Falooda Mix Vanilla-250gm,121,Product name: Radhuni Falooda Mix Vanilla-250gm.
551,CBL Munchee Nice Biscuit-230g (Premium),121,Product name: CBL Munchee Nice Biscuit-230g (Premium).
552,Maggi Hot Cup Instant Soup 4Pcs Combo,121,Product name: Maggi Hot Cup Instant Soup 4Pcs Combo.
553,Radhuni Kala Bhuna Masala 80gm,121,Product name: Radhuni Kala Bhuna Masala 80gm.
554,China Baby Stiker (4/23),121,Product name: China Baby Stiker (4/23).
555,Ultra Probiotic Yogurt Drink Mango-200ml,121,Product name: Ultra Probiotic Yogurt Drink Mango-200ml.
556,Biscuit Choco Star-45gm,121,Product name: Biscuit Choco Star-45gm.
557,R.Chanachur Bar-b-Q-150g,121,Product name: R.Chanachur Bar-b-Q-150g.
558,Fortune BS ELG Basmati Rice 1kg,120,Product name: Fortune BS ELG Basmati Rice 1kg.
559,Shrimp Fish (River)kg,120,Product name: Shrimp Fish (River)kg.
560,Prince Mixed Pulse-1Kg,120,Product name: Prince Mixed Pulse-1Kg.
561,Lux Velvent Glow Jasmine Soap-100gm,120,Product name: Lux Velvent Glow Jasmine Soap-100gm.
562,Eggy Masala Noodles B2G1-400g,119,Product name: Eggy Masala Noodles B2G1-400g.
563,Mutton(1),119,Product name: Mutton(1).
564,Safe Hand Liquid Hand Wash 180ml B2 G1,119,Product name: Safe Hand Liquid Hand Wash 180ml B2 G1.
565,Bakemans Choco Boost-250gm,118,Product name: Bakemans Choco Boost-250gm.
566,Mango Fazli,117,Product name: Mango Fazli.
567,Mango Gobindo Vog,117,Product name: Mango Gobindo Vog.
568,Puck Cream - 160gm,117,Product name: Puck Cream - 160gm.
569,Saad Sweet Chilli Sauce-340gm,117,Product name: Saad Sweet Chilli Sauce-340gm.
570,Surf Excel W Aloe Vera-1kg,117,Product name: Surf Excel W Aloe Vera-1kg.
571,Wheel Soap -100gm,117,Product name: Wheel Soap -100gm.
572,Mace (Jotric) -50g,117,Product name: Mace (Jotric) -50g.
573,Big Babol Gum-20gm,116,Product name: Big Babol Gum-20gm.
574,Dano Instant -500g Pack,116,Product name: Dano Instant -500g Pack.
575,Ginger Powder 100g,116,Product name: Ginger Powder 100g.
576,Pran Hot Tomato Sauce-340gm,116,Product name: Pran Hot Tomato Sauce-340gm.
577,Single B.Chicken Samosa-250gm,116,Product name: Single B.Chicken Samosa-250gm.
578,Prince Sweet Toast-400gm,116,Product name: Prince Sweet Toast-400gm.
579,CBL Munchee P.Nice Biscuits 124g,116,Product name: CBL Munchee P.Nice Biscuits 124g.
580,Sepnil Fruity Hand Wash Orange- 180ml,116,Product name: Sepnil Fruity Hand Wash Orange- 180ml.
581,Pusti Suji -500g,115,Product name: Pusti Suji -500g.
582,China Basin Brush (4/23),115,Product name: China Basin Brush (4/23).
583,Bisk Club Salty Salted Biscuit - 95g,115,Product name: Bisk Club Salty Salted Biscuit - 95g.
584,China Hook (05/23),115,Product name: China Hook (05/23).
585,Oreo Chocolatey S. Biscuits-113.75g,115,Product name: Oreo Chocolatey S. Biscuits-113.75g.
586,Queens Custard Bread- 90g,115,Product name: Queens Custard Bread- 90g.
587,Pepsi 600ml,115,Product name: Pepsi 600ml.
588,Qyality Egg Red (1 Dozen),115,Product name: Qyality Egg Red (1 Dozen).
589,Red Chira -500gm,115,Product name: Red Chira -500gm.
590,Mr Noodles Cup -40gm,115,Product name: Mr Noodles Cup -40gm.
591,Fresh Deshi Primium Mosur Dal-1kg,115,Product name: Fresh Deshi Primium Mosur Dal-1kg.
592,Nocilla Cocoa Spread-190g(cho),114,Product name: Nocilla Cocoa Spread-190g(cho).
593,Pran Yogurt Sour Curd-500gm,114,Product name: Pran Yogurt Sour Curd-500gm.
594,Katol Fish XXL (Kata),114,Product name: Katol Fish XXL (Kata).
595,Fay Facial Tis-150Pcs 300Sheets,114,Product name: Fay Facial Tis-150Pcs 300Sheets.
596,China Car Toy(05/23),114,Product name: China Car Toy(05/23).
597,Lemon Bright Dish Wash 250ml B2 G1,113,Product name: Lemon Bright Dish Wash 250ml B2 G1.
598,NJ Fresh Sweet Potato- 1kg,113,Product name: NJ Fresh Sweet Potato- 1kg.
599,Tulardandy Fish Big-(MNK),113,Product name: Tulardandy Fish Big-(MNK).
600,Lux Velvet Glow Soap-100g,113,Product name: Lux Velvet Glow Soap-100g.
601,RD Banana milk B2 G1-200ml,113,Product name: RD Banana milk B2 G1-200ml.
602,Swiss Roll Strawberry Cake-375gm,113,Product name: Swiss Roll Strawberry Cake-375gm.
603,Gahana Baby Clip-72,113,Product name: Gahana Baby Clip-72.
604,Prince Jhal Toast-350gm,113,Product name: Prince Jhal Toast-350gm.
605,Bit Salt Powder- 80g Bottle,113,Product name: Bit Salt Powder- 80g Bottle.
606,Fun Crack- 50g,113,Product name: Fun Crack- 50g.
607,Muslim Dal Vaza-200g,113,Product name: Muslim Dal Vaza-200g.
608,Golap Jam,112,Product name: Golap Jam.
609,Cinnamon-200g (Daruchine),112,Product name: Cinnamon-200g (Daruchine).
610,Vim Dishwash Liquid- 1L,112,Product name: Vim Dishwash Liquid- 1L.
611,Full Pitha-Pkt,112,Product name: Full Pitha-Pkt.
612,Dabur Red Paste-200gm,112,Product name: Dabur Red Paste-200gm.
613,Flat Noodles - 180gm {C. Masala},112,Product name: Flat Noodles - 180gm {C. Masala}.
614,Tatkini Fish River(HB),112,Product name: Tatkini Fish River(HB).
615,CP Chicken Nugget Chili-320g,111,Product name: CP Chicken Nugget Chili-320g.
